,condition,date,price_log,bedrooms,bathrooms,waterfront,sqft_living,floors,zipcode,grade_int,yr_built
3568,Average,2014-12-19,13.554145793829866,3,2.75,0.0,2070,2.0,98058,8,1996
3569,Average,2014-10-08,13.541073712262515,4,2.5,0.0,2960,2.0,98072,10,1989
3570,Average,2015-01-26,12.345834587905333,2,2.0,0.0,1300,1.0,98198,7,2004
3571,Average,2014-10-02,13.17115354157376,4,2.5,0.0,2520,2.0,98155,9,1994
3572,Average,2014-07-01,12.634603026569334,3,1.0,0.0,1150,1.5,98045,7,1927
3573,Average,2014-06-18,12.444219088522305,4,2.0,0.0,2030,1.5,98188,6,1947
3574,Average,2014-06-17,12.911642346088676,3,1.5,0.0,1880,1.0,98155,8,1968
3575,Good,2015-03-12,12.793859310432293,2,1.0,0.0,2320,2.0,98146,6,1942
3576,Good,2015-05-11,13.163505320735505,2,1.0,0.0,1050,1.5,98116,6,1910
3577,Average,2014-09-26,13.42984807715229,4,2.5,0.0,3030,2.0,98005,9,1978
3578,Good,2014-12-03,12.779873068457553,1,0.75,0.0,530,1.0,98074,4,1950
3579,Good,2014-06-23,12.206072645530174,3,1.5,0.0,1090,1.0,98042,7,1968
3580,Average,2014-07-08,12.706847933442663,3,2.25,0.0,2220,1.0,98118,7,1993
3581,Average,2014-08-12,12.30591798049989,3,2.25,0.0,1430,2.0,98023,7,1987
3582,Good,2015-02-04,14.28551418721001,4,4.5,0.0,3780,2.0,98116,11,1910
3583,Good,2014-07-23,12.644327576461329,2,1.0,0.0,1560,1.0,98125,6,1947
3584,Very Good,2015-04-09,13.66701054964583,4,2.25,0.0,2220,1.5,98199,8,1932
3585,Average,2014-06-19,12.206072645530174,3,1.5,0.0,1140,1.0,98168,7,1960
3586,Very Good,2014-09-30,13.353475098367715,4,2.5,0.0,2540,1.0,98008,7,1957
3587,Average,2015-03-20,12.976759403545538,3,2.25,0.0,1440,2.0,98029,7,1985
3588,Good,2015-01-23,13.077366011473593,3,2.25,0.0,1570,1.0,98033,7,1977
3589,Average,2014-07-23,12.425208175446844,4,2.25,0.0,1860,1.0,98032,7,1962
3590,Average,2014-06-05,13.112313041550827,5,3.0,0.0,2440,1.0,98108,9,2006
3591,Good,2014-11-13,13.353475098367715,4,2.5,0.0,2100,1.0,98008,7,1960
3592,Average,2014-06-26,13.217673557208654,4,2.5,0.0,2150,2.0,98053,8,1997
3593,Good,2014-09-19,12.765688433465597,3,2.5,0.0,2440,2.0,98042,8,1994
3594,Average,2014-12-02,12.506177237980511,5,1.5,0.0,1930,2.0,98058,7,1966
3595,Average,2014-10-07,13.098582848738925,4,2.0,0.0,1830,1.0,98033,7,1963
3596,Average,2014-05-16,12.421184025147118,4,3.5,0.0,1850,2.0,98023,7,1986
3597,Average,2014-08-14,13.697852514496041,4,3.5,0.0,3210,3.0,98136,9,2014
3598,Average,2014-08-27,12.834681304952548,1,1.0,0.0,1090,1.0,98117,6,1927
3599,Average,2014-11-26,13.74616047982948,3,1.5,0.0,1870,2.0,98102,7,1906
3600,Average,2015-01-02,13.345506928718539,3,2.25,0.0,1920,1.0,98006,8,1977
3601,Average,2014-07-28,12.70076888736628,2,1.0,0.0,700,1.0,98116,6,1943
3602,Good,2014-07-18,13.060487973686241,4,2.25,0.0,3380,1.0,98166,8,1969
3603,Average,2015-02-13,13.127350918915369,5,2.5,0.0,2430,2.0,98056,8,2007
3604,Average,2015-04-07,13.089840185698769,3,1.75,0.0,1950,1.0,98072,7,1976
3605,Good,2014-08-07,12.439166527697552,2,1.0,0.0,900,1.0,98014,6,1961
3606,Average,2014-08-21,13.321214236149494,3,2.5,0.0,2060,2.0,98006,8,1987
3607,Good,2014-07-25,12.945626198904275,4,2.0,0.0,2180,1.0,98155,8,1969
3608,Good,2014-07-17,12.683858415217964,4,2.25,0.0,2140,2.0,98092,8,1986
3609,Average,2015-01-06,13.241034907121827,6,1.0,0.0,1730,1.5,98109,7,1918
3610,Average,2015-03-24,13.047639831208393,4,2.5,0.0,3140,2.0,98042,9,1993
3611,Good,2014-06-17,13.676248490630767,4,4.25,0.0,3010,2.0,98115,10,1951
3612,Average,2015-02-03,12.542544882151386,2,1.5,0.0,800,2.0,98103,8,2003
3613,Average,2014-09-12,13.652991628466498,3,2.5,0.0,3300,2.0,98006,9,1994
3614,Average,2014-10-22,13.036696550647237,2,1.0,0.0,1530,1.0,98115,7,1946
3615,Average,2015-04-22,11.711776323715394,2,1.0,0.0,760,1.0,98168,6,1946
3616,Average,2014-05-13,13.17115354157376,5,3.0,0.0,2450,2.0,98117,7,1994
3617,Average,2014-07-16,12.564795491086207,2,1.0,0.0,1000,1.0,98045,7,1962
3618,Good,2014-07-18,12.294312434379583,2,1.0,0.0,840,1.0,98166,6,1952
3619,Average,2014-09-05,13.17115354157376,3,1.5,0.0,1380,1.0,98107,7,1955
3620,Average,2014-12-22,13.38472764187182,3,1.5,0.0,1380,1.0,98107,7,1955
3621,Average,2014-06-25,12.782686009834167,4,2.0,0.0,2020,1.5,98045,7,1949
3622,Average,2014-05-29,12.986543654261794,2,1.0,0.0,1260,1.0,98117,7,1951
3623,Average,2014-08-07,12.92391243868049,3,1.75,0.0,1440,1.0,98034,7,1979
3624,Good,2014-09-11,13.1470559899947,4,1.75,0.0,1540,1.0,98125,7,1950
3625,Average,2014-08-18,13.142166004700508,4,1.0,0.0,1060,1.0,98118,6,1925
3626,Good,2014-09-18,13.24634935718532,4,1.75,0.0,1900,1.0,98005,8,1966
3627,Average,2014-09-10,13.17115354157376,3,1.75,0.0,2870,1.5,98166,8,1948
3628,Average,2014-08-07,12.983101310070822,3,1.0,0.0,1050,1.0,98126,6,1920
3629,Average,2014-12-31,12.915339207970002,3,2.75,0.0,1840,1.0,98014,8,1989
3630,Average,2014-10-07,13.217673557208654,5,2.75,0.0,3000,1.0,98052,8,1966
3631,Very Good,2015-02-26,12.43320821811392,3,2.0,0.0,1200,1.5,98022,6,1949
3632,Good,2014-12-11,13.62918097977278,3,1.5,0.0,1840,1.0,98040,8,1959
3633,Average,2015-04-14,13.596109992928898,4,2.5,0.0,2790,2.0,98052,9,1989
3634,Good,2015-04-07,12.235631447771718,3,1.0,0.0,970,1.0,98002,5,1942
3635,Average,2014-07-30,12.206072645530174,4,1.0,0.0,1070,1.5,98178,7,1944
3636,Average,2014-05-06,12.296827008798639,2,1.0,0.0,900,1.0,98106,6,1952
3637,Average,2014-09-05,13.563195629349785,4,4.0,0.0,2680,1.0,98199,7,1962
3638,Average,2015-02-18,13.294129420258766,3,2.5,0.0,2000,2.0,98075,8,1979
3639,Good,2014-06-03,13.476535191124942,3,1.5,0.0,1660,1.0,98004,7,1956
3640,Good,2014-07-14,13.304684934198283,4,1.5,0.0,1770,1.5,98116,7,1946
3641,Average,2015-03-30,13.226116001096408,3,2.0,0.0,1230,1.5,98105,7,1940
3642,Good,2014-07-03,12.495003937382387,3,1.0,0.0,1740,1.0,98188,7,1962
3643,Very Good,2014-09-24,12.873902018105829,3,2.0,0.0,1710,1.0,98133,7,1953
3644,Average,2015-04-01,12.721885810807203,6,2.0,0.0,2020,1.0,98108,7,1979
3645,Very Good,2015-04-23,13.751505227988362,4,2.5,0.0,2410,1.0,98040,8,1975
3646,Average,2015-04-07,12.821258284620408,4,2.75,0.0,2310,1.0,98198,7,1993
3647,Average,2015-04-02,12.721885810807203,5,2.5,0.0,2400,2.0,98042,7,2003
3648,Average,2015-04-21,13.45166712454693,5,2.0,0.0,3160,1.5,98103,7,1923
3649,Good,2014-06-06,12.86747112777554,3,1.0,0.0,1560,1.0,98166,7,1953
3650,Average,2015-03-18,12.409013489526863,3,2.5,0.0,1770,2.0,98031,7,1992
3651,Average,2014-07-29,12.639639183749212,3,2.0,0.0,1600,1.0,98045,7,1990
3652,Average,2014-06-24,12.323855681186558,3,1.75,0.0,1330,1.0,98003,7,1968
3653,Average,2014-09-03,13.480037821676145,4,2.5,0.0,2970,2.0,98053,9,1993
3654,Good,2015-05-06,12.721885810807203,3,1.0,0.0,1020,1.0,98133,7,1954
3655,Average,2014-08-21,13.359804233419363,3,2.5,0.0,2490,2.0,98029,9,2003
3656,Average,2014-05-14,12.729320789294722,5,2.0,0.0,1700,1.0,98108,7,1956
3657,Good,2014-09-04,12.994530005894443,1,1.0,0.0,850,1.0,98010,6,1940
3658,Average,2014-07-17,12.765688433465597,3,1.75,0.0,1250,1.0,98045,7,1990
3659,Average,2015-01-14,12.89921982609012,2,1.0,0.0,610,1.0,98136,5,1918
3660,Good,2014-08-15,14.070152776337855,4,3.5,0.0,3700,2.0,98006,11,1989
3661,Good,2015-04-06,12.983101310070822,3,1.0,0.0,950,1.0,98006,7,1954
3662,Average,2014-09-29,13.43131758513165,4,2.5,0.0,3860,2.0,98065,8,2004
3663,Average,2014-06-29,12.891691559669328,3,3.5,0.0,1360,2.0,98144,8,2007
3664,Average,2014-09-26,13.560618308335483,4,2.5,0.0,3890,2.0,98077,10,1996
3665,Good,2014-07-07,13.081541382884074,3,2.25,0.0,1680,1.0,98008,7,1959
3666,Good,2014-09-09,11.970350312009105,3,2.5,0.0,1520,2.0,98030,7,1985
3667,Average,2014-07-23,13.287877815881902,3,2.0,0.0,2420,1.5,98010,8,2005
3668,Average,2014-09-02,13.557387287754038,5,2.75,0.0,3890,2.0,98065,9,2004
3669,Average,2015-02-17,13.04871683723603,5,1.5,0.0,2940,1.0,98155,8,1955
3670,Average,2015-04-24,12.546109948315882,3,1.75,0.0,1350,1.0,98188,7,1966
3671,Average,2014-07-22,13.337474757021274,3,2.25,0.0,2190,1.0,98052,8,1990
3672,Good,2014-06-17,13.071070083016778,3,2.25,0.0,2280,1.0,98116,7,1985
3673,Good,2014-10-17,12.409013489526863,2,2.0,0.0,1070,1.0,98055,6,1932
3674,Good,2014-07-29,13.399995114002609,5,2.25,0.0,2540,1.5,98115,7,1925
3675,Very Good,2014-12-04,13.175904144332359,4,2.25,0.0,2270,1.0,98006,8,1973
3676,Good,2014-10-27,11.813030057420567,2,1.0,0.0,1220,1.0,98010,6,1914
3677,Average,2015-05-06,12.524526376648708,3,1.75,0.0,1890,1.0,98092,7,2003
3678,Average,2015-02-10,12.971540487669746,4,2.0,0.0,1990,1.0,98122,7,1926
3679,Good,2014-08-25,12.271392111650817,3,1.0,0.0,1220,1.0,98002,7,1968
3680,Average,2014-09-12,13.190022025878143,3,3.0,0.0,2640,2.0,98045,9,2012
3681,Average,2015-02-13,13.370784735902808,3,1.75,0.0,1480,1.0,98004,7,1952
3682,Very Good,2014-10-28,12.986085359111701,3,2.0,0.0,2320,1.0,98056,7,1952
3683,Average,2014-10-14,14.180153671552183,4,1.75,0.0,2410,1.5,98109,8,1911
3684,Good,2015-03-27,13.62918097977278,4,2.75,0.0,2090,1.0,98040,8,1949
3685,Average,2014-07-22,12.84792653170257,3,1.0,0.0,920,1.0,98118,6,1910
3686,Average,2015-02-20,11.794337924408413,3,0.75,0.0,850,1.0,98146,6,1945
3687,Average,2014-12-01,12.100434313507177,3,1.0,0.0,1130,1.0,98188,7,1954
3688,Good,2015-04-20,12.145260506133416,3,1.0,0.0,1260,1.0,98002,7,1954
3689,Good,2014-07-02,13.398478813484644,4,2.0,0.0,2090,1.0,98040,7,1951
3690,Average,2014-10-22,12.666657052859417,3,2.0,0.0,2020,1.5,98108,7,1926
3691,Average,2014-11-24,13.345506928718539,3,2.25,0.0,1970,1.0,98199,8,1959
3692,Average,2014-06-13,12.765688433465597,3,1.75,0.0,1820,1.0,98155,7,1976
3693,Very Good,2014-06-25,13.527828485512494,3,1.5,0.0,1840,1.5,98107,7,1915
3694,Very Good,2014-08-27,13.032438669876342,4,1.75,0.0,2100,1.0,98133,8,1959
3695,Good,2015-03-04,13.357435499583813,4,2.0,0.0,1770,2.0,98107,7,1906
3696,Good,2014-07-02,12.314927050442256,3,2.0,0.0,1110,1.0,98031,7,1991
3697,Good,2014-09-02,13.321214236149494,4,2.75,0.0,2090,1.0,98052,8,1976
3698,Good,2014-10-24,12.86099861326992,4,1.75,0.0,2080,2.0,98155,7,1948
3699,Average,2015-03-24,12.814478597635029,3,3.25,0.0,1400,2.0,98118,7,2005
3700,Good,2014-08-04,12.861258319803,3,1.0,0.0,1060,1.0,98125,6,1949
3701,Average,2014-12-29,12.345834587905333,2,1.0,0.0,720,1.0,98118,6,1920
3702,Average,2014-06-23,12.56374708980199,3,2.75,0.0,1100,2.0,98106,7,2008
3703,Good,2015-03-26,12.214536723942302,3,1.0,0.0,1010,1.0,98001,7,1967
3704,Average,2015-04-23,14.115615150414612,4,4.75,0.0,5230,2.5,98038,11,2002
3705,Average,2014-05-19,13.17115354157376,4,1.75,0.0,2420,1.0,98027,8,1979
3706,Average,2015-02-02,12.796633237315017,3,1.5,0.0,1200,1.0,98011,7,1975
3707,Average,2014-09-23,13.180632285528304,3,1.5,0.0,1950,3.0,98117,8,2002
3708,Average,2014-10-08,13.028052697933088,3,2.25,0.0,1870,1.0,98125,7,1950
3709,Good,2014-11-20,12.950388112664518,4,2.25,0.0,1310,1.0,98034,7,1966
3710,Average,2014-05-02,13.369223455335854,4,2.0,0.0,1520,1.5,98115,7,1945
3711,Average,2015-03-31,12.388394202324129,3,1.0,0.0,1270,1.0,98188,7,1955
3712,Good,2014-10-24,12.793859310432293,2,1.0,0.0,840,1.0,98033,6,1928
3713,Fair,2015-03-24,11.966164347883234,2,1.0,0.0,900,1.0,98042,7,1953
3714,Very Good,2015-04-15,14.03062193758122,4,3.0,0.0,3010,2.0,98115,8,1950
3715,Average,2014-05-06,12.429216196844383,3,1.0,0.0,1050,1.0,98133,6,1954
3716,Very Good,2015-02-25,13.507625778194974,6,2.75,0.0,3360,1.0,98052,7,1962
3717,Average,2015-01-15,13.693229923255442,7,4.75,0.0,5370,1.5,98040,8,1967
3718,Average,2014-10-23,13.560618308335483,3,3.5,0.0,2690,2.0,98072,8,1948
3719,Average,2014-05-02,13.045482333068371,3,1.75,0.0,1710,1.0,98155,7,1948
3720,Average,2014-06-23,13.269057756555132,3,2.5,0.0,1640,3.0,98112,8,2009
3721,Average,2014-07-09,13.253391639810733,6,3.75,0.0,4000,2.0,98058,10,2004
3722,Average,2015-03-31,13.87377946608825,5,4.5,0.0,4140,2.0,98074,10,2005
3723,Good,2014-09-09,12.834681304952548,4,2.75,0.0,3140,1.0,98042,8,1971
3724,Good,2014-12-09,12.952760593018148,2,1.75,0.0,1320,1.0,98117,7,1938
3725,Average,2015-02-09,13.672217388137797,4,3.5,0.0,3080,2.0,98126,9,2014
3726,Average,2015-04-13,13.465953081794405,3,2.5,0.0,2500,2.0,98074,10,1986
3727,Average,2014-10-29,13.060487973686241,4,2.5,0.0,2520,2.0,98045,8,1994
3728,Good,2014-12-18,12.793859310432293,3,1.25,0.0,2350,1.0,98007,7,1966
3729,Average,2015-04-29,13.58609739363647,4,2.5,0.0,2570,1.0,98155,8,1948
3730,Average,2015-03-30,13.592367006650065,4,2.5,0.0,3100,2.0,98034,9,2003
3731,Very Good,2014-05-29,14.71159858252091,4,3.5,0.0,4730,1.5,98112,10,1935
3732,Average,2015-04-08,12.532797530696506,3,1.75,0.0,1030,1.0,98126,6,1927
3733,Very Good,2015-04-13,13.038981768465277,2,1.0,0.0,1020,1.0,98116,7,1953
3734,Average,2015-05-04,13.708913722822812,3,2.5,0.0,2080,2.0,98033,9,1996
3735,Average,2014-08-06,12.259613412458204,3,1.0,0.0,1410,1.0,98019,7,1981
3736,Average,2014-08-28,12.310432660854417,2,2.0,0.0,1360,2.0,98038,6,2004
3737,Average,2014-05-29,13.418013619505286,3,2.5,0.0,2620,2.0,98053,7,1992
3738,Very Good,2014-10-20,13.564481803160529,3,2.25,0.0,2260,1.0,98005,9,1974
3739,Good,2015-01-21,12.652359748158593,3,1.75,0.0,1490,1.0,98058,8,1976
3740,Average,2014-07-14,13.38472764187182,4,2.5,0.0,2530,1.5,98115,8,1975
3741,Good,2014-08-26,13.514405465180353,6,2.25,0.0,3140,1.0,98005,8,1959
3742,Very Good,2014-08-26,12.676076274775909,3,2.0,0.0,1820,1.0,98059,7,1972
3743,Average,2015-05-08,13.028052697933088,4,2.5,0.0,1770,2.0,98019,7,1990
3744,Average,2014-05-13,14.71159858252091,5,4.0,0.0,4430,2.0,98004,10,2013
3745,Average,2014-12-03,13.122363377404328,3,3.25,0.0,1490,3.0,98102,8,2001
3746,Average,2014-06-11,12.691580461311874,3,1.75,0.0,1790,1.0,98065,7,1978
3747,Average,2014-09-12,12.9384405392434,3,2.5,0.0,1710,3.0,98103,8,2004
3748,Good,2015-03-18,13.112313041550827,4,2.25,0.0,2070,2.0,98072,7,1968
3749,Very Good,2014-05-05,13.215853720491667,2,1.0,0.0,1140,1.0,98112,7,1908
3750,Good,2014-08-25,13.286181462633724,5,2.0,0.0,3930,1.5,98008,8,1968
3751,Average,2014-11-21,12.179831334324946,3,1.5,0.0,1100,1.0,98001,7,1967
3752,Average,2014-12-16,12.911642346088676,3,2.5,0.0,2260,1.5,98117,7,1910
3753,Average,2015-04-08,13.345506928718539,3,2.5,0.0,2260,1.5,98117,7,1910
3754,Average,2014-11-13,12.230765258120545,3,1.0,0.0,1130,1.0,98168,7,1954
3755,Average,2014-06-23,12.751589509086095,3,3.75,0.0,1950,1.0,98178,8,1959
3756,Average,2014-10-20,12.206072645530174,3,1.0,0.0,960,1.0,98178,6,1953
3757,Average,2015-02-12,14.462613800022813,4,3.5,0.0,4210,2.0,98039,11,2001
3758,Average,2014-10-29,13.17020070681849,3,1.5,0.0,3430,1.0,98045,7,1988
3759,Average,2014-08-26,13.302348874400735,4,2.75,0.0,3470,2.0,98019,7,1993
3760,Average,2014-12-09,12.815232055211165,5,3.0,0.0,2140,1.0,98118,7,1978
3761,Good,2014-05-07,13.527828485512494,3,2.75,0.0,2520,1.0,98119,7,1946
3762,Average,2014-11-05,13.262125319779487,5,2.25,0.0,3550,2.0,98034,8,1968
3763,Average,2015-04-30,11.33857207782545,2,1.0,0.0,700,1.0,98168,6,1949
3764,Good,2014-12-18,12.449018824140563,2,1.0,0.0,740,1.0,98118,6,1926
3765,Average,2014-05-20,14.369395671190711,4,3.75,0.0,3300,1.5,98105,10,1926
3766,Average,2015-05-13,12.936033799212835,3,2.25,0.0,1640,1.0,98106,7,1977
3767,Average,2015-05-07,13.016780614829264,3,2.5,0.0,2780,2.0,98198,9,1990
3768,Average,2014-09-19,12.301382825334498,5,1.5,0.0,1830,1.5,98031,7,1929
3769,Average,2015-04-10,13.709038313453757,4,2.5,0.0,3540,2.0,98052,10,2003
3770,Very Good,2014-07-14,12.971540487669746,3,2.5,0.0,1440,1.0,98125,7,1954
3771,Average,2015-01-30,13.065793025915934,4,2.5,0.0,2960,2.0,98030,10,2001
3772,Good,2014-12-29,13.42984807715229,6,2.5,0.0,3180,1.0,98006,8,1967
3773,Average,2015-03-05,14.316285845876763,5,4.0,0.0,3310,2.0,98033,10,2000
3774,Very Good,2014-11-18,13.604789526648622,3,2.0,0.0,2390,2.0,98105,7,1921
3775,Good,2015-03-05,13.312983737012978,3,2.5,0.0,2460,2.0,98027,9,1977
3776,Average,2014-07-25,13.165422866864775,3,1.75,0.0,1630,1.0,98033,7,1958
3777,Average,2015-02-03,13.539757056377766,5,2.75,0.0,3490,2.0,98075,10,2005
3778,Average,2014-05-19,12.926348493478372,4,2.75,0.0,2500,2.0,98118,8,1966
3779,Average,2015-03-06,12.56706326353651,4,2.5,0.0,2080,1.0,98001,7,1984
3780,Average,2014-06-10,12.994530005894443,3,1.5,0.0,1290,3.0,98103,7,2000
3781,Average,2014-05-23,11.911701584927597,3,1.0,0.0,1700,1.0,98146,6,1955
3782,Average,2014-11-12,12.559191273266128,3,1.0,0.0,1700,1.0,98146,6,1955
3783,Average,2014-09-09,12.834547962729536,3,2.5,0.0,2540,1.0,98028,8,1964
3784,Average,2014-09-16,13.612169633946245,3,1.5,0.0,1180,1.0,98004,8,1952
3785,Good,2014-11-21,13.186745636333598,4,1.75,0.0,1520,1.0,98027,7,1960
3786,Very Good,2014-06-03,13.444156979484877,3,2.75,0.0,2390,1.0,98133,8,1942
3787,Good,2014-08-13,13.560618308335483,4,2.75,0.0,2740,1.5,98125,8,1947
3788,Average,2015-05-06,13.461688683007948,3,2.5,0.0,2190,1.0,98033,8,1991
3789,Average,2014-07-08,11.982929094215963,3,1.0,0.0,1350,1.5,98188,6,1942
3790,Average,2015-03-09,12.450977688625896,3,1.0,0.0,1350,1.5,98188,6,1942
3791,Good,2014-12-02,13.763164077592064,4,2.75,0.0,2980,1.0,98005,9,1973
3792,Good,2014-07-31,12.040608205802641,2,1.0,0.0,790,1.0,98058,6,1944
3793,Good,2014-09-15,13.281075068559149,4,2.25,0.0,2130,2.0,98006,8,1965
3794,Good,2015-02-03,13.42984807715229,4,2.5,0.0,2700,1.0,98072,8,1978
3795,Very Good,2014-12-08,13.65475477908488,3,2.0,0.0,3200,1.0,98005,8,1977
3796,Average,2014-05-14,13.275084464421992,2,1.5,0.0,1159,1.0,98199,7,1948
3797,Average,2014-08-26,13.3645249345543,4,3.5,0.0,3080,2.0,98019,9,2008
3798,Average,2015-01-28,12.323855681186558,3,1.0,0.0,1000,1.0,98146,7,1955
3799,Average,2014-12-31,13.58609739363647,3,3.25,0.0,2260,2.0,98119,8,2003
3800,Average,2014-08-18,12.62806377689565,4,2.25,0.0,2270,1.0,98023,7,1976
3801,Good,2015-05-05,11.461632170582678,1,0.75,0.0,760,1.0,98002,5,1915
3802,Very Good,2014-10-16,12.388394202324129,4,1.75,0.0,1420,1.0,98056,5,1942
3803,Good,2014-08-13,13.556739829006913,4,2.5,0.0,2500,1.0,98004,7,1958
3804,Good,2014-11-13,12.409013489526863,2,1.5,0.0,1450,1.0,98198,8,1983
3805,Average,2014-12-05,12.971540487669746,5,3.0,0.0,2500,1.0,98126,8,1999
3806,Very Good,2014-06-11,13.591116224748411,3,1.5,0.0,2210,1.5,98144,8,1916
3807,Average,2015-04-17,13.687677186454389,5,2.75,0.0,3020,2.0,98033,9,2007
3808,Average,2014-12-08,13.527828485512494,4,2.5,0.0,3290,2.0,98075,9,2004
3809,Average,2014-12-19,14.876767060088614,4,4.0,0.0,5780,2.0,98112,11,2008
3810,Average,2014-06-04,13.184398768323781,3,2.5,0.0,1820,2.0,98029,8,1993
3811,Good,2014-08-05,13.17115354157376,4,2.75,0.0,2500,1.0,98155,8,1978
3812,Good,2014-11-17,12.384218830913648,2,1.0,0.0,1210,1.0,98198,7,1952
3813,Average,2014-06-16,13.038981768465277,2,1.5,0.0,1090,1.0,98116,8,1951
3814,Average,2014-06-05,13.199324418540456,4,2.25,0.0,1330,1.5,98005,8,1962
3815,Average,2014-06-06,13.071070083016778,2,1.0,0.0,890,1.0,98117,7,1923
3816,Average,2015-04-21,13.005829561148378,3,1.75,0.0,1360,1.0,98108,8,1968
3817,Very Good,2014-09-05,14.27293540500315,5,3.75,0.0,4220,2.0,98040,11,1991
3818,Average,2015-04-09,13.217582643985264,4,2.5,0.0,3780,2.0,98038,8,2004
3819,Good,2014-10-17,12.594561129431222,4,2.0,0.0,2610,1.5,98188,6,1940
3820,Average,2014-10-21,13.508985397711013,3,2.5,0.0,1980,3.0,98109,8,1993
3821,Good,2015-04-30,12.278142112772446,3,1.75,0.0,1290,1.0,98042,7,1980
3822,Average,2014-10-30,13.66002565512388,5,3.25,0.0,3620,2.0,98029,9,2003
3823,Average,2014-05-04,13.560618308335483,2,2.5,0.0,2680,1.0,98053,9,2004
3824,Average,2015-02-03,12.230765258120545,3,1.75,0.0,1200,1.0,98198,7,1959
3825,Very Good,2014-10-01,12.970591200029471,2,2.75,0.0,1992,1.5,98070,6,1903
3826,Good,2015-02-06,12.934224935288809,4,1.75,0.0,1640,1.0,98072,7,1977
3827,Good,2015-02-02,12.899094818276968,4,2.75,0.0,1920,1.0,98106,6,1906
3828,Very Good,2014-10-14,12.676045024287617,3,2.25,0.0,1840,1.0,98031,7,1979
3829,Good,2015-01-09,13.169246963303179,3,1.5,0.0,1310,1.0,98052,8,1970
3830,Good,2015-01-08,12.765545566117686,2,1.0,0.0,1050,1.5,98019,7,1913
3831,Good,2014-10-31,13.697852514496041,4,2.5,0.0,2570,1.5,98105,8,1927
3832,Very Good,2014-07-07,12.611537753638338,3,1.0,0.0,930,1.5,98106,6,1919
3833,Average,2014-06-02,12.886641043883259,1,1.0,0.0,730,1.0,98107,7,1911
3834,Average,2015-02-03,12.759957758756611,2,2.5,0.0,1270,3.0,98117,7,2008
3835,Good,2015-02-26,13.62918097977278,2,1.0,0.0,1150,1.0,98033,7,1921
3836,Good,2014-06-12,12.061046873479915,2,1.0,0.0,820,1.0,98055,7,1965
3837,Average,2014-05-22,13.279367126213993,4,1.75,0.0,3000,1.0,98056,7,1950
3838,Good,2015-02-13,13.265164176036,3,2.0,0.0,2220,1.0,98116,7,1966
3839,Average,2015-05-04,13.112313041550827,5,3.25,0.0,2500,1.0,98106,7,1962
3840,Average,2014-10-15,12.286038427168055,3,3.5,0.0,1540,2.0,98109,7,2007
3841,Average,2015-04-13,13.329377546788654,4,2.75,0.0,2750,1.0,98155,8,1978
3842,Good,2014-10-24,13.422467969854667,4,2.5,0.0,3130,1.0,98006,8,1978
3843,Good,2015-04-01,13.142166004700508,3,2.0,0.0,1430,1.0,98052,8,1983
3844,Average,2014-05-07,13.353475098367715,3,2.5,0.0,2680,2.0,98010,8,1995
3845,Average,2014-08-01,12.793720411897448,4,2.5,0.0,3010,2.0,98042,8,2003
3846,Average,2014-10-03,12.487485104968359,3,1.5,0.0,1530,1.5,98038,7,1986
3847,Good,2014-05-21,12.254862809699606,3,1.0,0.0,1240,1.0,98118,6,1916
3848,Good,2015-03-25,12.813117127036707,3,2.5,0.0,2260,1.0,98022,6,1998
3849,Good,2015-04-13,13.892471599100402,4,2.25,0.0,2820,1.5,98122,9,1926
3850,Good,2015-02-11,13.53579665516167,3,2.5,0.0,3560,1.0,98199,8,1948
3851,Average,2014-07-24,12.220961258023925,3,2.25,0.0,1630,1.0,98146,7,1960
3852,Average,2015-01-21,13.190022025878143,4,2.5,0.0,2880,2.0,98022,9,2002
3853,Good,2015-03-23,13.17115354157376,3,3.25,0.0,2200,2.0,98118,7,1947
3854,Average,2015-03-09,12.758519943986984,3,1.75,0.0,1620,1.0,98059,7,1981
3855,Average,2014-05-05,13.337474757021274,3,1.75,0.0,1480,2.5,98034,9,2005
3856,Average,2015-04-22,13.37700559577791,4,2.5,0.0,2250,2.0,98006,8,1996
3857,Average,2014-12-03,14.603967918328545,4,3.0,0.0,3540,2.0,98112,10,1940
3858,Good,2014-06-19,12.542544882151386,3,2.0,0.0,1790,1.0,98092,7,1990
3859,Good,2015-05-01,12.976180867226248,3,2.0,0.0,1400,1.0,98125,7,1924
3860,Average,2014-12-22,13.579788224443204,3,1.5,0.0,2390,2.0,98126,9,1929
3861,Very Good,2015-01-13,13.36138027787483,4,1.75,0.0,2400,1.0,98008,8,1957
3862,Average,2014-08-19,12.999065161059836,3,1.5,0.0,2050,1.0,98126,7,1958
3863,Average,2015-04-22,13.102160670086809,4,3.0,0.0,2640,2.0,98065,7,2001
3864,Very Good,2014-09-25,12.429216196844383,5,1.75,0.0,2320,1.0,98001,7,1962
3865,Good,2014-06-19,14.100689500197937,4,2.5,0.0,2440,2.5,98119,8,1902
3866,Average,2014-10-27,11.695247021764184,3,1.0,0.0,1260,1.0,98198,6,1954
3867,Average,2014-09-18,14.897315728316002,5,4.75,0.0,6240,1.0,98040,11,2003
3868,Average,2014-09-23,12.691580461311874,4,2.5,0.0,1930,2.0,98038,7,1993
3869,Average,2014-06-12,12.254862809699606,4,1.75,0.0,1200,1.0,98092,7,1968
